HCPCS,MOD,PROCSTAT,CARRIER,LOCALITY,FACILITY PRICE,NON-FACILTY PRICE
71275,,A,12302,01,279.45,279.45
71275,,A,12302,99,265.46,265.46
71275,,A,12402,01,298.76,298.76
71275,,A,12402,99,284.00,284.00
71275,,A,12502,01,272.99,272.99
71275,,A,12502,99,246.28,246.28
71275,,A,13102,00,280.36,280.36
71275,,A,13202,01,301.64,301.64
71275,,A,13202,02,308.28,308.28
71275,,A,13202,03,285.42,285.42
71275,,A,13282,99,251.52,251.52
71275,,A,13292,04,304.95,304.95
71275,,A,14112,03,259.35,259.35
71275,,A,14112,99,245.17,245.17
71275,,A,14212,01,303.39,303.39
71275,,A,14212,99,273.41,273.41
71275,,A,14312,40,270.44,270.44
71275,,A,14412,01,270.05,270.05
71275,,A,14512,50,258.56,258.56
71275,,A,15102,00,240.37,240.37
71275,,A,15202,00,245.58,245.58
71275,TC,A,01112,05,251.91,251.91
71275,TC,A,01112,09,257.59,257.59
71275,TC,A,01112,51,235.59,235.59
71275,TC,A,01112,52,251.95,251.95
71275,TC,A,01112,53,235.54,235.54
71275,TC,A,01112,54,196.09,196.09
71275,TC,A,01112,55,196.02,196.02
71275,TC,A,01112,56,196.02,196.02
71275,TC,A,01112,57,196.02,196.02
71275,TC,A,01112,58,196.02,196.02
71275,TC,A,01112,59,196.02,196.02
71275,TC,A,01112,60,196.02,196.02
71275,TC,A,01112,61,196.02,196.02
71275,TC,A,01112,62,196.34,196.34
71275,TC,A,01112,63,207.97,207.97
71275,TC,A,01112,64,207.26,207.26
71275,TC,A,01112,65,257.73,257.73
71275,TC,A,01112,66,217.25,217.25
71275,TC,A,01112,67,219.56,219.56
71275,TC,A,01112,68,196.02,196.02
71275,TC,A,01112,69,196.02,196.02
71275,TC,A,01112,70,196.02,196.02
71275,TC,A,01112,75,196.02,196.02
71275,TC,A,01182,17,211.45,211.45
71275,TC,A,01182,18,211.67,211.67
71275,TC,A,01182,71,196.03,196.03
71275,TC,A,01182,72,213.86,213.86
71275,TC,A,01182,73,203.69,203.69
71275,TC,A,01182,74,208.51,208.51
71275,TC,A,01212,01,203.38,203.38
71275,TC,A,01312,00,179.37,179.37
71275,TC,A,02102,01,190.51,190.51
71275,TC,A,02202,00,164.57,164.57
71275,TC,A,02302,01,198.90,198.90
71275,TC,A,02302,99,178.35,178.35
71275,TC,A,02402,02,219.67,219.67
71275,TC,A,02402,99,188.58,188.58
71275,TC,A,03102,00,173.69,173.69
71275,TC,A,03202,01,179.36,179.36
71275,TC,A,03302,01,178.77,178.77
71275,TC,A,03402,02,178.70,178.70
71275,TC,A,03502,09,168.56,168.56
71275,TC,A,03602,21,179.10,179.10
71275,TC,A,04112,01,190.56,190.56
71275,TC,A,04212,05,164.76,164.76
71275,TC,A,04312,00,160.05,160.05
71275,TC,A,04412,09,177.54,177.54
71275,TC,A,04412,11,178.51,178.51
71275,TC,A,04412,15,177.94,177.94
71275,TC,A,04412,18,178.49,178.49
71275,TC,A,04412,20,163.24,163.24
71275,TC,A,04412,28,176.74,176.74
71275,TC,A,04412,31,189.59,189.59
71275,TC,A,04412,99,170.17,170.17
71275,TC,A,05102,00,163.60,163.60
71275,TC,A,05202,00,161.74,161.74
71275,TC,A,05302,01,170.80,170.80
71275,TC,A,05302,02,168.46,168.46
71275,TC,A,05302,99,154.72,154.72
71275,TC,A,05402,00,165.01,165.01
71275,TC,A,06102,12,166.11,166.11
71275,TC,A,06102,15,184.95,184.95
71275,TC,A,06102,16,181.55,181.55
71275,TC,A,06102,99,164.41,164.41
71275,TC,A,06202,00,183.83,183.83
71275,TC,A,06302,00,171.18,171.18
71275,TC,A,07102,13,153.73,153.73
71275,TC,A,07202,01,168.98,168.98
71275,TC,A,07202,99,158.81,158.81
71275,TC,A,07302,00,154.31,154.31
71275,TC,A,08102,00,165.83,165.83
71275,TC,A,08202,01,173.81,173.81
71275,TC,A,08202,99,163.97,163.97
71275,TC,A,09102,03,182.49,182.49
71275,TC,A,09102,04,188.21,188.21
71275,TC,A,09102,99,172.02,172.02
71275,TC,A,09202,20,181.31,181.31
71275,TC,A,09202,50,181.31,181.31
71275,TC,A,10112,00,156.63,156.63
71275,TC,A,10212,01,182.42,182.42
71275,TC,A,10212,99,160.29,160.29
71275,TC,A,10312,35,162.67,162.67
71275,TC,A,11202,01,165.66,165.66
71275,TC,A,11302,00,176.04,176.04
71275,TC,A,11402,16,156.43,156.43
71275,TC,A,11502,00,167.05,167.05
71275,TC,A,12102,01,177.12,177.12
71275,TC,A,12202,01,211.22,211.22
71275,TC,A,12302,01,192.62,192.62
71275,TC,A,12302,99,181.42,181.42
71275,TC,A,12402,01,207.97,207.97
71275,TC,A,12402,99,195.87,195.87
71275,TC,A,12502,01,186.87,186.87
71275,TC,A,12502,99,164.68,164.68
71275,TC,A,13102,00,193.31,193.31
71275,TC,A,13202,01,208.84,208.84
71275,TC,A,13202,02,213.93,213.93
71275,TC,A,13202,03,196.52,196.52
71275,TC,A,13282,99,170.15,170.15
71275,TC,A,13292,04,212.27,212.27
71275,TC,A,14112,03,177.39,177.39
71275,TC,A,14112,99,164.72,164.72
71275,TC,A,14212,01,213.85,213.85
71275,TC,A,14212,99,188.61,188.61
71275,TC,A,14312,40,186.55,186.55
71275,TC,A,14412,01,185.14,185.14
71275,TC,A,14512,50,177.08,177.08
71275,TC,A,15102,00,159.48,159.48
71275,TC,A,15202,00,163.85,163.85
71550,,A,01112,05,419.28,419.28
71550,,A,01112,09,428.21,428.21
71550,,A,01112,51,394.17,394.17
71550,,A,01112,52,419.40,419.40
71550,,A,01112,53,394.00,394.00
71550,,A,01112,54,334.80,334.80
71550,,A,01112,55,334.47,334.47
71550,,A,01112,56,334.47,334.47
71550,,A,01112,57,334.47,334.47
71550,,A,01112,58,334.47,334.47
71550,,A,01112,59,334.47,334.47
71550,,A,01112,60,334.47,334.47
71550,,A,01112,61,334.47,334.47
71550,,A,01112,62,335.57,335.57
71550,,A,01112,63,352.75,352.75
71550,,A,01112,64,351.48,351.48
71550,,A,01112,65,428.67,428.67
71550,,A,01112,66,365.54,365.54
71550,,A,01112,67,369.34,369.34
71550,,A,01112,68,334.47,334.47
71550,,A,01112,69,334.47,334.47
71550,,A,01112,70,334.47,334.47
71550,,A,01112,75,334.47,334.47
71550,,A,01182,17,357.60,357.60
71550,,A,01182,18,358.61,358.61
71550,,A,01182,71,334.48,334.48
71550,,A,01182,72,361.05,361.05
71550,,A,01182,73,345.62,345.62
71550,,A,01182,74,353.15,353.15
71550,,A,01212,01,344.44,344.44
71550,,A,01312,00,310.00,310.00
71550,,A,02102,01,349.38,349.38
71550,,A,02202,00,287.77,287.77
71550,,A,02302,01,339.01,339.01
71550,,A,02302,99,308.26,308.26
71550,,A,02402,02,370.97,370.97
71550,,A,02402,99,323.87,323.87
71550,,A,03102,00,301.77,301.77
71550,,A,03202,01,310.29,310.29
71550,,A,03302,01,308.31,308.31
71550,,A,03402,02,308.08,308.08
71550,,A,03502,09,294.38,294.38
71550,,A,03602,21,309.43,309.43
71550,,A,04112,01,326.74,326.74
71550,,A,04212,05,289.43,289.43
71550,,A,04312,00,281.78,281.78
71550,,A,04412,09,307.60,307.60
71550,,A,04412,11,309.21,309.21
71550,,A,04412,15,308.28,308.28
71550,,A,04412,18,310.11,310.11
71550,,A,04412,20,286.70,286.70
71550,,A,04412,28,306.66,306.66
71550,,A,04412,31,325.06,325.06
71550,,A,04412,99,296.73,296.73
71550,,A,05102,00,286.22,286.22
71550,,A,05202,00,283.72,283.72
71550,,A,05302,01,297.84,297.84
71550,,A,05302,02,294.39,294.39
71550,,A,05302,99,274.39,274.39
71550,,A,05402,00,288.23,288.23
71550,,A,06102,12,292.92,292.92
71550,,A,06102,15,320.21,320.21
71550,,A,06102,16,316.25,316.25
71550,,A,06102,99,289.60,289.60
71550,,A,06202,00,315.47,315.47
71550,,A,06302,00,297.08,297.08
71550,,A,07102,13,272.08,272.08
71550,,A,07202,01,295.44,295.44
71550,,A,07202,99,280.31,280.31
71550,,A,07302,00,273.35,273.35
71550,,A,08102,00,289.63,289.63
71550,,A,08202,01,303.50,303.50
71550,,A,08202,99,288.15,288.15
71550,,A,09102,03,316.37,316.37
71550,,A,09102,04,326.04,326.04
71550,,A,09102,99,300.56,300.56
71550,,A,09202,20,313.10,313.10
71550,,A,09202,50,313.10,313.10
71550,,A,10112,00,276.40,276.40
71550,,A,10212,01,315.26,315.26
71550,,A,10212,99,282.91,282.91
71550,,A,10312,35,285.13,285.13
71550,,A,11202,01,290.07,290.07
71550,,A,11302,00,304.90,304.90
71550,,A,11402,16,277.74,277.74
71550,,A,11502,00,291.70,291.70
71550,,A,12102,01,307.08,307.08
71550,,A,12202,01,359.43,359.43
71550,,A,12302,01,330.79,330.79
71550,,A,12302,99,313.61,313.61
71550,,A,12402,01,355.03,355.03
71550,,A,12402,99,336.39,336.39
71550,,A,12502,01,322.43,322.43
71550,,A,12502,99,288.83,288.83
71550,,A,13102,00,331.93,331.93
71550,,A,13202,01,357.33,357.33
71550,,A,13202,02,365.24,365.24
71550,,A,13202,03,337.78,337.78
71550,,A,13282,99,296.33,296.33
71550,,A,13292,04,362.04,362.04
71550,,A,14112,03,306.73,306.73
71550,,A,14112,99,288.27,288.27
71550,,A,14212,01,362.22,362.22
71550,,A,14212,99,324.13,324.13
71550,,A,14312,40,320.52,320.52
71550,,A,14412,01,319.40,319.40
71550,,A,14512,50,306.05,306.05
71550,,A,15102,00,281.20,281.20
71550,,A,15202,00,287.74,287.74
71550,TC,A,01112,05,342.81,342.81
71550,TC,A,01112,09,350.55,350.55
71550,TC,A,01112,51,320.55,320.55
71550,TC,A,01112,52,342.84,342.84
71550,TC,A,01112,53,320.50,320.50
71550,TC,A,01112,54,266.75,266.75
71550,TC,A,01112,55,266.67,266.67
71550,TC,A,01112,56,266.67,266.67
71550,TC,A,01112,57,266.67,266.67
71550,TC,A,01112,58,266.67,266.67
71550,TC,A,01112,59,266.67,266.67
71550,TC,A,01112,60,266.67,266.67
71550,TC,A,01112,61,266.67,266.67
71550,TC,A,01112,62,266.99,266.99
71550,TC,A,01112,63,282.94,282.94
71550,TC,A,01112,64,281.97,281.97
71550,TC,A,01112,65,350.69,350.69
71550,TC,A,01112,66,295.57,295.57
71550,TC,A,01112,67,298.73,298.73
71550,TC,A,01112,68,266.67,266.67
71550,TC,A,01112,69,266.67,266.67
71550,TC,A,01112,70,266.67,266.67
71550,TC,A,01112,75,266.67,266.67
71550,TC,A,01182,17,287.64,287.64
71550,TC,A,01182,18,287.93,287.93
71550,TC,A,01182,71,266.68,266.68
71550,TC,A,01182,72,290.96,290.96
71550,TC,A,01182,73,277.11,277.11
71550,TC,A,01182,74,283.67,283.67
71550,TC,A,01212,01,276.67,276.67
71550,TC,A,01312,00,243.90,243.90
71550,TC,A,02102,01,259.16,259.16
71550,TC,A,02202,00,223.87,223.87
71550,TC,A,02302,01,270.52,270.52
71550,TC,A,02302,99,242.56,242.56
71550,TC,A,02402,02,298.76,298.76
71550,TC,A,02402,99,256.46,256.46
71550,TC,A,03102,00,236.15,236.15
71550,TC,A,03202,01,243.82,243.82
71550,TC,A,03302,01,243.23,243.23
71550,TC,A,03402,02,243.16,243.16
71550,TC,A,03502,09,229.15,229.15
71550,TC,A,03602,21,243.57,243.57
71550,TC,A,04112,01,259.15,259.15
71550,TC,A,04212,05,223.87,223.87
71550,TC,A,04312,00,217.62,217.62
71550,TC,A,04412,09,241.42,241.42
71550,TC,A,04412,11,242.71,242.71
71550,TC,A,04412,15,241.95,241.95
71550,TC,A,04412,18,242.50,242.50
71550,TC,A,04412,20,221.90,221.90
71550,TC,A,04412,28,240.30,240.30
71550,TC,A,04412,31,257.80,257.80
71550,TC,A,04412,99,231.35,231.35
71550,TC,A,05102,00,222.58,222.58
71550,TC,A,05202,00,220.02,220.02
71550,TC,A,05302,01,232.17,232.17
71550,TC,A,05302,02,228.99,228.99
71550,TC,A,05302,99,210.29,210.29
71550,TC,A,05402,00,224.51,224.51
71550,TC,A,06102,12,225.42,225.42
71550,TC,A,06102,15,251.16,251.16
71550,TC,A,06102,16,246.34,246.34
71550,TC,A,06102,99,223.26,223.26
71550,TC,A,06202,00,250.16,250.16
71550,TC,A,06302,00,232.93,232.93
71550,TC,A,07102,13,209.10,209.10
71550,TC,A,07202,01,229.64,229.64
71550,TC,A,07202,99,215.86,215.86
71550,TC,A,07302,00,209.81,209.81
71550,TC,A,08102,00,225.59,225.59
71550,TC,A,08202,01,236.02,236.02
71550,TC,A,08202,99,222.83,222.83
71550,TC,A,09102,03,247.79,247.79
71550,TC,A,09102,04,255.31,255.31
71550,TC,A,09102,99,233.65,233.65
71550,TC,A,09202,20,246.48,246.48
71550,TC,A,09202,50,246.48,246.48
71550,TC,A,10112,00,213.04,213.04
71550,TC,A,10212,01,247.91,247.91
71550,TC,A,10212,99,217.79,217.79
71550,TC,A,10312,35,221.27,221.27
71550,TC,A,11202,01,225.22,225.22
71550,TC,A,11302,00,239.40,239.40
71550,TC,A,11402,16,212.45,212.45
71550,TC,A,11502,00,227.20,227.20
71550,TC,A,12102,01,240.81,240.81
71550,TC,A,12202,01,287.16,287.16
71550,TC,A,12302,01,261.79,261.79
71550,TC,A,12302,99,246.66,246.66
71550,TC,A,12402,01,282.75,282.75
71550,TC,A,12402,99,266.26,266.26
71550,TC,A,12502,01,253.98,253.98
71550,TC,A,12502,99,223.86,223.86
71550,TC,A,13102,00,262.73,262.73
71550,TC,A,13202,01,283.75,283.75
71550,TC,A,13202,02,290.58,290.58
71550,TC,A,13202,03,267.11,267.11
71550,TC,A,13282,99,231.39,231.39
71550,TC,A,13292,04,288.46,288.46
71550,TC,A,14112,03,241.27,241.27
71550,TC,A,14112,99,224.02,224.02
71550,TC,A,14212,01,290.82,290.82
71550,TC,A,14212,99,256.49,256.49
71550,TC,A,14312,40,253.66,253.66
71550,TC,A,14412,01,251.73,251.73
71550,TC,A,14512,50,240.90,240.90
71550,TC,A,15102,00,216.79,216.79
71550,TC,A,15202,00,222.71,222.71
71552,,A,01112,05,620.23,620.23
71552,,A,01112,09,633.37,633.37
71552,,A,01112,51,583.29,583.29
71552,,A,01112,52,620.43,620.43
71552,,A,01112,53,583.01,583.01
71552,,A,01112,54,496.03,496.03
71552,,A,01112,55,495.46,495.46
71552,,A,01112,56,495.46,495.46
71552,,A,01112,57,495.46,495.46
71552,,A,01112,58,495.46,495.46
71552,,A,01112,59,495.46,495.46
71552,,A,01112,60,495.46,495.46
71552,,A,01112,61,495.46,495.46
71552,,A,01112,62,497.34,497.34
71552,,A,01112,63,522.40,522.40
71552,,A,01112,64,520.50,520.50
71552,,A,01112,65,634.16,634.16
71552,,A,01112,66,541.11,541.11
71552,,A,01112,67,546.73,546.73
71552,,A,01112,68,495.46,495.46
71552,,A,01112,69,495.46,495.46
71552,,A,01112,70,495.46,495.46
71552,,A,01112,75,495.46,495.46
71552,,A,01182,17,529.54,529.54
71552,,A,01182,18,531.11,531.11
71552,,A,01182,71,495.49,495.49
71552,,A,01182,72,534.56,534.56
71552,,A,01182,73,511.85,511.85
71552,,A,01182,74,522.95,522.95
71552,,A,01212,01,510.09,510.09
71552,,A,01312,00,459.70,459.70
71552,,A,02102,01,519.23,519.23
71552,,A,02202,00,426.78,426.78
71552,,A,02302,01,502.29,502.29
71552,,A,02302,99,457.05,457.05
71552,,A,02402,02,549.41,549.41
71552,,A,02402,99,480.06,480.06
71552,,A,03102,00,447.63,447.63
71552,,A,03202,01,460.25,460.25
71552,,A,03302,01,456.89,456.89
71552,,A,03402,02,456.49,456.49
71552,,A,03502,09,436.82,436.82
71552,,A,03602,21,458.79,458.79
71552,,A,04112,01,484.29,484.29
71552,,A,04212,05,429.77,429.77
71552,,A,04312,00,418.22,418.22
71552,,A,04412,09,456.17,456.17
71552,,A,04412,11,458.60,458.60
71552,,A,04412,15,457.21,457.21
71552,,A,04412,18,460.32,460.32
71552,,A,04412,20,425.56,425.56
71552,,A,04412,28,454.86,454.86
71552,,A,04412,31,481.87,481.87
71552,,A,04412,99,440.28,440.28
71552,,A,05102,00,424.45,424.45
71552,,A,05202,00,420.86,420.86
71552,,A,05302,01,441.98,441.98
71552,,A,05302,02,436.89,436.89
71552,,A,05302,99,407.52,407.52
71552,,A,05402,00,427.39,427.39
71552,,A,06102,12,435.53,435.53
71552,,A,06102,15,475.45,475.45
71552,,A,06102,16,470.04,470.04
71552,,A,06102,99,430.31,430.31
71552,,A,06202,00,467.32,467.32
71552,,A,06302,00,440.33,440.33
71552,,A,07102,13,403.77,403.77
71552,,A,07202,01,438.55,438.55
71552,,A,07202,99,416.20,416.20
71552,,A,07302,00,405.81,405.81
71552,,A,08102,00,429.53,429.53
71552,,A,08202,01,450.82,450.82
71552,,A,08202,99,427.84,427.84
71552,,A,09102,03,469.81,469.81
71552,,A,09102,04,484.57,484.57
71552,,A,09102,99,446.35,446.35
71552,,A,09202,20,464.37,464.37
71552,,A,09202,50,464.37,464.37
71552,,A,10112,00,410.16,410.16
71552,,A,10212,01,467.72,467.72
71552,,A,10212,99,420.20,420.20
71552,,A,10312,35,422.95,422.95
71552,,A,11202,01,430.45,430.45
71552,,A,11302,00,452.12,452.12
71552,,A,11402,16,412.79,412.79
71552,,A,11502,00,432.68,432.68
71552,,A,12102,01,455.49,455.49
71552,,A,12202,01,532.71,532.71
71552,,A,12302,01,490.61,490.61
71552,,A,12302,99,465.11,465.11
71552,,A,12402,01,526.26,526.26
71552,,A,12402,99,498.82,498.82
71552,,A,12502,01,478.31,478.31
71552,,A,12502,99,428.70,428.70
71552,,A,13102,00,492.27,492.27
71552,,A,13202,01,530.03,530.03
71552,,A,13202,02,541.86,541.86
71552,,A,13202,03,500.97,500.97
71552,,A,13282,99,439.52,439.52
71552,,A,13292,04,536.84,536.84
71552,,A,14112,03,454.74,454.74
71552,,A,14112,99,427.63,427.63
71552,,A,14212,01,536.59,536.59
71552,,A,14212,99,480.49,480.49
71552,,A,14312,40,475.18,475.18
71552,,A,14412,01,473.62,473.62
71552,,A,14512,50,453.65,453.65
71552,,A,15102,00,417.48,417.48
71552,,A,15202,00,427.15,427.15
71552,TC,A,01112,05,501.19,501.19
71552,TC,A,01112,09,512.51,512.51
71552,TC,A,01112,51,468.64,468.64
71552,TC,A,01112,52,501.24,501.24
71552,TC,A,01112,53,468.57,468.57
71552,TC,A,01112,54,389.95,389.95
71552,TC,A,01112,55,389.85,389.85
71552,TC,A,01112,56,389.85,389.85
71552,TC,A,01112,57,389.85,389.85
71552,TC,A,01112,58,389.85,389.85
71552,TC,A,01112,59,389.85,389.85
71552,TC,A,01112,60,389.85,389.85
71552,TC,A,01112,61,389.85,389.85
71552,TC,A,01112,62,390.28,390.28
71552,TC,A,01112,63,413.64,413.64
71552,TC,A,01112,64,412.22,412.22
71552,TC,A,01112,65,512.70,512.70
71552,TC,A,01112,66,432.10,432.10
71552,TC,A,01112,67,436.72,436.72
71552,TC,A,01112,68,389.85,389.85
71552,TC,A,01112,69,389.85,389.85
71552,TC,A,01112,70,389.85,389.85
71552,TC,A,01112,75,389.85,389.85
71552,TC,A,01182,17,420.50,420.50
71552,TC,A,01182,18,420.91,420.91
71552,TC,A,01182,71,389.86,389.86
71552,TC,A,01182,72,425.37,425.37
71552,TC,A,01182,73,405.12,405.12
71552,TC,A,01182,74,414.71,414.71
71552,TC,A,01212,01,404.47,404.47
71552,TC,A,01312,00,356.52,356.52
71552,TC,A,02102,01,378.87,378.87
71552,TC,A,02202,00,327.28,327.28
71552,TC,A,02302,01,395.46,395.46
71552,TC,A,02302,99,354.57,354.57
71552,TC,A,02402,02,436.74,436.74
71552,TC,A,02402,99,374.89,374.89
71552,TC,A,03102,00,345.19,345.19
71552,TC,A,03202,01,356.38,356.38
71552,TC,A,03302,01,355.59,355.59
71552,TC,A,03402,02,355.50,355.50
71552,TC,A,03502,09,334.95,334.95
71552,TC,A,03602,21,356.04,356.04
71552,TC,A,04112,01,378.82,378.82
71552,TC,A,04212,05,327.19,327.19
71552,TC,A,04312,00,318.10,318.10
71552,TC,A,04412,09,352.90,352.90
71552,TC,A,04412,11,354.78,354.78
71552,TC,A,04412,15,353.67,353.67
71552,TC,A,04412,18,354.40,354.40
71552,TC,A,04412,20,324.34,324.34
71552,TC,A,04412,28,351.24,351.24
71552,TC,A,04412,31,376.83,376.83
71552,TC,A,04412,99,338.15,338.15
71552,TC,A,05102,00,325.40,325.40
71552,TC,A,05202,00,321.64,321.64
71552,TC,A,05302,01,339.35,339.35
71552,TC,A,05302,02,334.70,334.70
71552,TC,A,05302,99,307.36,307.36
71552,TC,A,05402,00,328.22,328.22
71552,TC,A,06102,12,329.34,329.34
71552,TC,A,06102,15,367.01,367.01
71552,TC,A,06102,16,359.89,359.89
71552,TC,A,06102,99,326.25,326.25
71552,TC,A,06202,00,365.74,365.74
71552,TC,A,06302,00,340.55,340.55
71552,TC,A,07102,13,305.68,305.68
71552,TC,A,07202,01,335.62,335.62
71552,TC,A,07202,99,315.50,315.50
71552,TC,A,07302,00,306.69,306.69
71552,TC,A,08102,00,329.78,329.78
71552,TC,A,08202,01,344.88,344.88
71552,TC,A,08202,99,325.67,325.67
71552,TC,A,09102,03,362.08,362.08
71552,TC,A,09102,04,372.99,372.99
71552,TC,A,09102,99,341.44,341.44
71552,TC,A,09202,20,360.27,360.27
71552,TC,A,09202,50,360.27,360.27
71552,TC,A,10112,00,311.43,311.43
71552,TC,A,10212,01,362.34,362.34
71552,TC,A,10212,99,318.30,318.30
71552,TC,A,10312,35,323.46,323.46
71552,TC,A,11202,01,329.20,329.20
71552,TC,A,11302,00,349.96,349.96
71552,TC,A,11402,16,310.45,310.45
71552,TC,A,11502,00,332.12,332.12
71552,TC,A,12102,01,351.99,351.99
71552,TC,A,12202,01,419.74,419.74
71552,TC,A,12302,01,382.62,382.62
71552,TC,A,12302,99,360.54,360.54
71552,TC,A,12402,01,413.29,413.29
71552,TC,A,12402,99,389.18,389.18
71552,TC,A,12502,01,371.20,371.20
71552,TC,A,12502,99,327.20,327.20
71552,TC,A,13102,00,384.01,384.01
71552,TC,A,13202,01,414.69,414.69
71552,TC,A,13202,02,424.64,424.64
71552,TC,A,13202,03,390.40,390.40
71552,TC,A,13282,99,338.24,338.24
71552,TC,A,13292,04,421.60,421.60
71552,TC,A,14112,03,352.70,352.70
71552,TC,A,14112,99,327.48,327.48
71552,TC,A,14212,01,425.12,425.12
71552,TC,A,14212,99,374.93,374.93
71552,TC,A,14312,40,370.78,370.78
71552,TC,A,14412,01,367.96,367.96
71552,TC,A,14512,50,352.18,352.18
71552,TC,A,15102,00,316.86,316.86
71552,TC,A,15202,00,325.51,325.51
72191,,A,01112,05,345.96,345.96
72191,,A,01112,09,353.07,353.07
72191,,A,01112,51,326.19,326.19
72191,,A,01112,52,346.11,346.11
72191,,A,01112,53,325.98,325.98
72191,,A,01112,54,279.99,279.99
72191,,A,01112,55,279.56,279.56
72191,,A,01112,56,279.56,279.56
72191,,A,01112,57,279.56,279.56
72191,,A,01112,58,279.56,279.56
72191,,A,01112,59,279.56,279.56
72191,,A,01112,60,279.56,279.56
72191,,A,01112,61,279.56,279.56
72191,,A,01112,62,281.00,281.00
72191,,A,01112,63,293.97,293.97
72191,,A,01112,64,292.88,292.88
72191,,A,01112,65,353.67,353.67
72191,,A,01112,66,303.41,303.41
72191,,A,01112,67,306.51,306.51
72191,,A,01112,68,279.56,279.56
72191,,A,01112,69,279.56,279.56
72191,,A,01112,70,279.56,279.56
72191,,A,01112,75,279.56,279.56
72191,,A,01182,17,297.65,297.65
72191,,A,01182,18,298.79,298.79
72191,,A,01182,71,279.58,279.58
72191,,A,01182,72,300.19,300.19
72191,,A,01182,73,288.09,288.09
72191,,A,01182,74,294.09,294.09
72191,,A,01212,01,286.88,286.88
72191,,A,01312,00,261.00,261.00
72191,,A,02102,01,301.87,301.87
72191,,A,02202,00,243.37,243.37
72191,,A,02302,01,283.38,283.38
72191,,A,02302,99,259.45,259.45
72191,,A,02402,02,308.71,308.71
72191,,A,02402,99,271.77,271.77
72191,,A,03102,00,254.75,254.75
72191,,A,03202,01,261.52,261.52
72191,,A,03302,01,258.95,258.95
72191,,A,03402,02,258.65,258.65
72191,,A,03502,09,249.18,249.18
72191,,A,03602,21,260.40,260.40
72191,,A,04112,01,273.98,273.98
72191,,A,04212,05,245.93,245.93
72191,,A,04312,00,239.33,239.33
72191,,A,04412,09,259.26,259.26
72191,,A,04412,11,260.65,260.65
72191,,A,04412,15,259.86,259.86
72191,,A,04412,18,262.24,262.24
72191,,A,04412,20,243.36,243.36
72191,,A,04412,28,258.72,258.72
72191,,A,04412,31,272.66,272.66
72191,,A,04412,99,250.99,250.99
72191,,A,05102,00,242.05,242.05
72191,,A,05202,00,240.33,240.33
72191,,A,05302,01,252.01,252.01
72191,,A,05302,02,249.33,249.33
72191,,A,05302,99,234.04,234.04
72191,,A,05402,00,243.55,243.55
72191,,A,06102,12,250.06,250.06
72191,,A,06102,15,270.65,270.65
72191,,A,06102,16,268.56,268.56
72191,,A,06102,99,246.71,246.71
72191,,A,06202,00,264.23,264.23
72191,,A,06302,00,250.19,250.19
72191,,A,07102,13,231.45,231.45
72191,,A,07202,01,250.41,250.41
72191,,A,07202,99,238.53,238.53
72191,,A,07302,00,232.82,232.82
72191,,A,08102,00,244.81,244.81
72191,,A,08202,01,257.56,257.56
72191,,A,08202,99,244.83,244.83
72191,,A,09102,03,267.62,267.62
72191,,A,09102,04,276.30,276.30
72191,,A,09102,99,254.98,254.98
72191,,A,09202,20,263.65,263.65
72191,,A,09202,50,263.65,263.65
72191,,A,10112,00,234.84,234.84
72191,,A,10212,01,265.75,265.75
72191,,A,10212,99,240.94,240.94
72191,,A,10312,35,241.46,241.46
72191,,A,11202,01,245.80,245.80
72191,,A,11302,00,256.88,256.88
72191,,A,11402,16,237.41,237.41
72191,,A,11502,00,246.67,246.67
72191,,A,12102,01,259.00,259.00
72191,,A,12202,01,300.51,300.51
72191,,A,12302,01,277.98,277.98
72191,,A,12302,99,264.14,264.14
72191,,A,12402,01,297.27,297.27
72191,,A,12402,99,282.55,282.55
72191,,A,12502,01,271.56,271.56
72191,,A,12502,99,245.02,245.02
72191,,A,13102,00,278.89,278.89
72191,,A,13202,01,299.98,299.98
72191,,A,13202,02,306.51,306.51
72191,,A,13202,03,283.93,283.93
72191,,A,13282,99,250.32,250.32
72191,,A,13292,04,303.32,303.32
72191,,A,14112,03,258.14,258.14
