HCPCS,MOD,PROCSTAT,CARRIER,LOCALITY,FACILITY PRICE,NON-FACILTY PRICE
70557,,C,04112,01,751.44,751.44
70557,,C,04212,05,662.18,662.18
70557,,C,04312,00,645.48,645.48
70557,,C,04412,09,706.32,706.32
70557,,C,04412,11,709.84,709.84
70557,,C,04412,15,707.77,707.77
70557,,C,04412,18,710.33,710.33
70557,,C,04412,20,656.61,656.61
70557,,C,04412,28,703.77,703.77
70557,,C,04412,31,747.31,747.31
70557,,C,04412,99,680.40,680.40
70557,,C,05102,00,657.19,657.19
70557,,C,05202,00,650.95,650.95
70557,,C,05302,01,682.70,682.70
70557,,C,05302,02,674.61,674.61
70557,,C,05302,99,627.40,627.40
70557,,C,05402,00,662.00,662.00
70557,,C,06102,12,667.82,667.82
70557,,C,06102,15,732.93,732.93
70557,,C,06102,16,721.89,721.89
70557,,C,06102,99,661.42,661.42
70557,,C,06202,00,726.59,726.59
70557,,C,06302,00,683.13,683.13
70557,,C,07102,13,623.42,623.42
70557,,C,07202,01,676.58,676.58
70557,,C,07202,99,641.43,641.43
70557,,C,07302,00,625.69,625.69
70557,,C,08102,00,664.96,664.96
70557,,C,08202,01,693.86,693.86
70557,,C,08202,99,659.39,659.39
70557,,C,09102,03,723.85,723.85
70557,,C,09102,04,744.39,744.39
70557,,C,09102,99,687.49,687.49
70557,,C,09202,20,718.78,718.78
70557,,C,09202,50,718.78,718.78
70557,,C,10112,00,633.46,633.46
70557,,C,10212,01,723.14,723.14
70557,,C,10212,99,646.81,646.81
70557,,C,10312,35,654.17,654.17
70557,,C,11202,01,664.82,664.82
70557,,C,11302,00,700.31,700.31
70557,,C,11402,16,633.83,633.83
70557,,C,11502,00,669.35,669.35
70557,,C,12102,01,704.75,704.75
70557,,C,12202,01,826.84,826.84
70557,,C,12302,01,759.47,759.47
70557,,C,12302,99,720.02,720.02
70557,,C,12402,01,816.45,816.45
70557,,C,12402,99,772.73,772.73
70557,,C,12502,01,739.84,739.84
70557,,C,12502,99,661.59,661.59
70557,,C,13102,00,762.17,762.17
70557,,C,13202,01,820.19,820.19
70557,,C,13202,02,838.00,838.00
70557,,C,13202,03,775.57,775.57
70557,,C,13282,99,680.07,680.07
70557,,C,13292,04,831.77,831.77
70557,,C,14112,03,704.87,704.87
70557,,C,14112,99,661.31,661.31
70557,,C,14212,01,834.37,834.37
70557,,C,14212,99,745.15,745.15
70557,,C,14312,40,736.65,736.65
70557,,C,14412,01,733.62,733.62
70557,,C,14512,50,703.67,703.67
70557,,C,15102,00,643.68,643.68
70557,,C,15202,00,658.82,658.82
70557,TC,C,01112,05,786.63,786.63
70557,TC,C,01112,09,804.47,804.47
70557,TC,C,01112,51,735.34,735.34
70557,TC,C,01112,52,786.64,786.64
70557,TC,C,01112,53,735.33,735.33
70557,TC,C,01112,54,611.55,611.55
70557,TC,C,01112,55,611.52,611.52
70557,TC,C,01112,56,611.52,611.52
70557,TC,C,01112,57,611.52,611.52
70557,TC,C,01112,58,611.52,611.52
70557,TC,C,01112,59,611.52,611.52
70557,TC,C,01112,60,611.52,611.52
70557,TC,C,01112,61,611.52,611.52
70557,TC,C,01112,62,611.63,611.63
70557,TC,C,01112,63,648.89,648.89
70557,TC,C,01112,64,646.66,646.66
70557,TC,C,01112,65,804.52,804.52
70557,TC,C,01112,66,677.90,677.90
70557,TC,C,01112,67,685.15,685.15
70557,TC,C,01112,68,611.52,611.52
70557,TC,C,01112,69,611.52,611.52
70557,TC,C,01112,70,611.52,611.52
70557,TC,C,01112,75,611.52,611.52
70557,TC,C,01182,17,659.52,659.52
70557,TC,C,01182,18,660.09,660.09
70557,TC,C,01182,71,611.52,611.52
70557,TC,C,01182,72,667.30,667.30
70557,TC,C,01182,73,635.51,635.51
70557,TC,C,01182,74,650.57,650.57
70557,TC,C,01212,01,634.41,634.41
70557,TC,C,01312,00,558.63,558.63
70557,TC,C,02102,01,594.24,594.24
70557,TC,C,02202,00,513.33,513.33
70557,TC,C,02302,01,619.96,619.96
70557,TC,C,02302,99,555.80,555.80
70557,TC,C,02402,02,684.69,684.69
70557,TC,C,02402,99,587.61,587.61
70557,TC,C,03102,00,540.79,540.79
70557,TC,C,03202,01,558.13,558.13
70557,TC,C,03302,01,557.93,557.93
70557,TC,C,03402,02,557.91,557.91
70557,TC,C,03502,09,524.63,524.63
70557,TC,C,03602,21,558.04,558.04
70557,TC,C,04112,01,593.75,593.75
70557,TC,C,04212,05,511.90,511.90
70557,TC,C,04312,00,498.37,498.37
70557,TC,C,04412,09,553.04,553.04
70557,TC,C,04412,11,555.85,555.85
70557,TC,C,04412,15,554.17,554.17
70557,TC,C,04412,18,554.35,554.35
70557,TC,C,04412,20,507.90,507.90
70557,TC,C,04412,28,550.28,550.28
70557,TC,C,04412,31,590.44,590.44
70557,TC,C,04412,99,529.65,529.65
70557,TC,C,05102,00,510.52,510.52
70557,TC,C,05202,00,504.42,504.42
70557,TC,C,05302,01,531.36,531.36
70557,TC,C,05302,02,524.10,524.10
70557,TC,C,05302,99,481.14,481.14
70557,TC,C,05402,00,514.97,514.97
70557,TC,C,06102,12,513.84,513.84
70557,TC,C,06102,15,573.45,573.45
70557,TC,C,06102,16,561.35,561.35
70557,TC,C,06102,99,509.79,509.79
70557,TC,C,06202,00,574.07,574.07
70557,TC,C,06302,00,534.47,534.47
70557,TC,C,07102,13,479.32,479.32
70557,TC,C,07202,01,525.26,525.26
70557,TC,C,07202,99,493.97,493.97
70557,TC,C,07302,00,480.51,480.51
70557,TC,C,08102,00,517.24,517.24
70557,TC,C,08202,01,538.84,538.84
70557,TC,C,08202,99,509.64,509.64
70557,TC,C,09102,03,565.65,565.65
70557,TC,C,09102,04,581.51,581.51
70557,TC,C,09102,99,533.75,533.75
70557,TC,C,09202,20,564.26,564.26
70557,TC,C,09202,50,564.26,564.26
70557,TC,C,10112,00,488.26,488.26
70557,TC,C,10212,01,567.12,567.12
70557,TC,C,10212,99,497.95,497.95
70557,TC,C,10312,35,507.22,507.22
70557,TC,C,11202,01,515.69,515.69
70557,TC,C,11302,00,548.55,548.55
70557,TC,C,11402,16,485.20,485.20
70557,TC,C,11502,00,520.64,520.64
70557,TC,C,12102,01,551.40,551.40
70557,TC,C,12202,01,657.45,657.45
70557,TC,C,12302,01,598.93,598.93
70557,TC,C,12302,99,564.80,564.80
70557,TC,C,12402,01,647.40,647.40
70557,TC,C,12402,99,609.48,609.48
70557,TC,C,12502,01,581.06,581.06
70557,TC,C,12502,99,512.37,512.37
70557,TC,C,13102,00,601.15,601.15
70557,TC,C,13202,01,648.69,648.69
70557,TC,C,13202,02,663.84,663.84
70557,TC,C,13202,03,611.19,611.19
70557,TC,C,13282,99,530.14,530.14
70557,TC,C,13292,04,659.80,659.80
70557,TC,C,14112,03,552.99,552.99
70557,TC,C,14112,99,513.38,513.38
70557,TC,C,14212,01,666.30,666.30
70557,TC,C,14212,99,587.62,587.62
70557,TC,C,14312,40,580.96,580.96
70557,TC,C,14412,01,576.50,576.50
70557,TC,C,14512,50,552.39,552.39
70557,TC,C,15102,00,496.19,496.19
70557,TC,C,15202,00,509.60,509.60
70558,,C,01112,05,454.06,454.06
70558,,C,01112,09,463.13,463.13
70558,,C,01112,51,429.13,429.13
70558,,C,01112,52,454.24,454.24
70558,,C,01112,53,428.87,428.87
70558,,C,01112,54,371.92,371.92
70558,,C,01112,55,371.32,371.32
70558,,C,01112,56,371.32,371.32
70558,,C,01112,57,371.32,371.32
70558,,C,01112,58,371.32,371.32
70558,,C,01112,59,371.32,371.32
70558,,C,01112,60,371.32,371.32
70558,,C,01112,61,371.32,371.32
70558,,C,01112,62,373.12,373.12
70558,,C,01112,63,389.35,389.35
70558,,C,01112,64,387.87,387.87
70558,,C,01112,65,463.88,463.88
70558,,C,01112,66,400.24,400.24
70558,,C,01112,67,404.29,404.29
70558,,C,01112,68,371.32,371.32
70558,,C,01112,69,371.32,371.32
70558,,C,01112,70,371.32,371.32
70558,,C,01112,75,371.32,371.32
70558,,C,01182,17,393.53,393.53
70558,,C,01182,18,395.34,395.34
70558,,C,01182,71,371.35,371.35
70558,,C,01182,72,396.66,396.66
70558,,C,01182,73,381.62,381.62
70558,,C,01182,74,389.23,389.23
70558,,C,01212,01,379.60,379.60
70558,,C,01312,00,348.39,348.39
70558,,C,02102,01,414.31,414.31
70558,,C,02202,00,327.06,327.06
70558,,C,02302,01,375.92,375.92
70558,,C,02302,99,346.49,346.49
70558,,C,02402,02,407.63,407.63
70558,,C,02402,99,361.81,361.81
70558,,C,03102,00,340.85,340.85
70558,,C,03202,01,349.03,349.03
70558,,C,03302,01,345.86,345.86
70558,,C,03402,02,345.49,345.49
70558,,C,03502,09,334.13,334.13
70558,,C,03602,21,347.65,347.65
70558,,C,04112,01,364.45,364.45
70558,,C,04212,05,330.24,330.24
70558,,C,04312,00,322.22,322.22
70558,,C,04412,09,346.54,346.54
70558,,C,04412,11,348.26,348.26
70558,,C,04412,15,347.28,347.28
70558,,C,04412,18,350.21,350.21
70558,,C,04412,20,327.11,327.11
70558,,C,04412,28,345.94,345.94
70558,,C,04412,31,362.53,362.53
70558,,C,04412,99,336.31,336.31
70558,,C,05102,00,325.46,325.46
70558,,C,05202,00,323.40,323.40
70558,,C,05302,01,337.55,337.55
70558,,C,05302,02,334.31,334.31
70558,,C,05302,99,315.85,315.85
70558,,C,05402,00,327.28,327.28
70558,,C,06102,12,335.30,335.30
70558,,C,06102,15,360.36,360.36
70558,,C,06102,16,357.89,357.89
70558,,C,06102,99,331.21,331.21
70558,,C,06202,00,352.22,352.22
70558,,C,06302,00,335.28,335.28
70558,,C,07102,13,312.68,312.68
70558,,C,07202,01,335.64,335.64
70558,,C,07202,99,321.27,321.27
70558,,C,07302,00,314.36,314.36
70558,,C,08102,00,328.81,328.81
70558,,C,08202,01,344.32,344.32
70558,,C,08202,99,328.89,328.89
70558,,C,09102,03,356.47,356.47
70558,,C,09102,04,367.03,367.03
70558,,C,09102,99,341.19,341.19
70558,,C,09202,20,351.59,351.59
70558,,C,09202,50,351.59,351.59
70558,,C,10112,00,316.78,316.78
70558,,C,10212,01,354.26,354.26
70558,,C,10212,99,324.20,324.20
70558,,C,10312,35,324.77,324.77
70558,,C,11202,01,330.04,330.04
70558,,C,11302,00,343.40,343.40
70558,,C,11402,16,319.97,319.97
70558,,C,11502,00,331.06,331.06
70558,,C,12102,01,346.15,346.15
70558,,C,12202,01,397.90,397.90
70558,,C,12302,01,369.46,369.46
70558,,C,12302,99,352.52,352.52
70558,,C,12402,01,394.29,394.29
70558,,C,12402,99,375.76,375.76
70558,,C,12502,01,361.77,361.77
70558,,C,12502,99,329.11,329.11
70558,,C,13102,00,370.69,370.69
70558,,C,13202,01,397.64,397.64
70558,,C,13202,02,405.55,405.55
70558,,C,13202,03,377.60,377.60
70558,,C,13282,99,335.48,335.48
70558,,C,13292,04,401.66,401.66
70558,,C,14112,03,344.91,344.91
70558,,C,14112,99,327.86,327.86
70558,,C,14212,01,399.18,399.18
70558,,C,14212,99,362.31,362.31
70558,,C,14312,40,358.19,358.19
70558,,C,14412,01,358.35,358.35
70558,,C,14512,50,344.00,344.00
70558,,C,15102,00,322.00,322.00
70558,,C,15202,00,328.25,328.25
70558,TC,C,01112,05,252.57,252.57
70558,TC,C,01112,09,258.29,258.29
70558,TC,C,01112,51,236.13,236.13
70558,TC,C,01112,52,252.58,252.58
70558,TC,C,01112,53,236.11,236.11
70558,TC,C,01112,54,196.42,196.42
70558,TC,C,01112,55,196.39,196.39
70558,TC,C,01112,56,196.39,196.39
70558,TC,C,01112,57,196.39,196.39
70558,TC,C,01112,58,196.39,196.39
70558,TC,C,01112,59,196.39,196.39
70558,TC,C,01112,60,196.39,196.39
70558,TC,C,01112,61,196.39,196.39
70558,TC,C,01112,62,196.50,196.50
70558,TC,C,01112,63,208.39,208.39
70558,TC,C,01112,64,207.67,207.67
70558,TC,C,01112,65,258.34,258.34
70558,TC,C,01112,66,217.70,217.70
70558,TC,C,01112,67,220.03,220.03
70558,TC,C,01112,68,196.39,196.39
70558,TC,C,01112,69,196.39,196.39
70558,TC,C,01112,70,196.39,196.39
70558,TC,C,01112,75,196.39,196.39
70558,TC,C,01182,17,211.82,211.82
70558,TC,C,01182,18,212.01,212.01
70558,TC,C,01182,71,196.40,196.40
70558,TC,C,01182,72,214.30,214.30
70558,TC,C,01182,73,204.09,204.09
70558,TC,C,01182,74,208.93,208.93
70558,TC,C,01212,01,203.75,203.75
70558,TC,C,01312,00,179.49,179.49
70558,TC,C,02102,01,190.85,190.85
70558,TC,C,02202,00,164.86,164.86
70558,TC,C,02302,01,199.15,199.15
70558,TC,C,02302,99,178.55,178.55
70558,TC,C,02402,02,219.94,219.94
70558,TC,C,02402,99,188.77,188.77
70558,TC,C,03102,00,173.76,173.76
70558,TC,C,03202,01,179.36,179.36
70558,TC,C,03302,01,179.16,179.16
70558,TC,C,03402,02,179.14,179.14
70558,TC,C,03502,09,168.59,168.59
70558,TC,C,03602,21,179.28,179.28
70558,TC,C,04112,01,190.75,190.75
70558,TC,C,04212,05,164.57,164.57
70558,TC,C,04312,00,160.13,160.13
70558,TC,C,04412,09,177.68,177.68
70558,TC,C,04412,11,178.60,178.60
70558,TC,C,04412,15,178.05,178.05
70558,TC,C,04412,18,178.24,178.24
70558,TC,C,04412,20,163.23,163.23
70558,TC,C,04412,28,176.81,176.81
70558,TC,C,04412,31,189.71,189.71
70558,TC,C,04412,99,170.20,170.20
70558,TC,C,05102,00,163.94,163.94
70558,TC,C,05202,00,162.01,162.01
70558,TC,C,05302,01,170.77,170.77
70558,TC,C,05302,02,168.43,168.43
70558,TC,C,05302,99,154.65,154.65
70558,TC,C,05402,00,165.37,165.37
70558,TC,C,06102,12,165.38,165.38
70558,TC,C,06102,15,184.45,184.45
70558,TC,C,06102,16,180.69,180.69
70558,TC,C,06102,99,163.98,163.98
70558,TC,C,06202,00,184.32,184.32
70558,TC,C,06302,00,171.61,171.61
70558,TC,C,07102,13,153.96,153.96
70558,TC,C,07202,01,168.85,168.85
70558,TC,C,07202,99,158.76,158.76
70558,TC,C,07302,00,154.39,154.39
70558,TC,C,08102,00,166.12,166.12
70558,TC,C,08202,01,173.33,173.33
70558,TC,C,08202,99,163.83,163.83
70558,TC,C,09102,03,181.96,181.96
70558,TC,C,09102,04,187.21,187.21
70558,TC,C,09102,99,171.65,171.65
70558,TC,C,09202,20,181.33,181.33
70558,TC,C,09202,50,181.33,181.33
70558,TC,C,10112,00,156.84,156.84
70558,TC,C,10212,01,182.29,182.29
70558,TC,C,10212,99,160.09,160.09
70558,TC,C,10312,35,162.92,162.92
70558,TC,C,11202,01,165.71,165.71
70558,TC,C,11302,00,176.22,176.22
70558,TC,C,11402,16,156.05,156.05
70558,TC,C,11502,00,167.25,167.25
70558,TC,C,12102,01,177.18,177.18
70558,TC,C,12202,01,211.27,211.27
70558,TC,C,12302,01,192.51,192.51
70558,TC,C,12302,99,181.48,181.48
70558,TC,C,12402,01,208.03,208.03
70558,TC,C,12402,99,195.87,195.87
70558,TC,C,12502,01,186.77,186.77
70558,TC,C,12502,99,164.66,164.66
70558,TC,C,13102,00,193.22,193.22
70558,TC,C,13202,01,208.56,208.56
70558,TC,C,13202,02,213.49,213.49
70558,TC,C,13202,03,196.44,196.44
70558,TC,C,13282,99,170.31,170.31
70558,TC,C,13292,04,212.09,212.09
70558,TC,C,14112,03,177.63,177.63
70558,TC,C,14112,99,164.91,164.91
70558,TC,C,14212,01,214.06,214.06
70558,TC,C,14212,99,188.78,188.78
70558,TC,C,14312,40,186.66,186.66
70558,TC,C,14412,01,185.23,185.23
70558,TC,C,14512,50,177.41,177.41
70558,TC,C,15102,00,159.46,159.46
70558,TC,C,15202,00,163.79,163.79
70559,,C,01112,05,431.41,431.41
70559,,C,01112,09,439.81,439.81
70559,,C,01112,51,408.45,408.45
70559,,C,01112,52,431.74,431.74
70559,,C,01112,53,407.97,407.97
70559,,C,01112,54,355.53,355.53
70559,,C,01112,55,354.61,354.61
70559,,C,01112,56,354.61,354.61
70559,,C,01112,57,354.61,354.61
70559,,C,01112,58,354.61,354.61
70559,,C,01112,59,354.61,354.61
70559,,C,01112,60,354.61,354.61
70559,,C,01112,61,354.61,354.61
70559,,C,01112,62,357.79,357.79
70559,,C,01112,63,371.48,371.48
70559,,C,01112,64,370.07,370.07
70559,,C,01112,65,441.16,441.16
70559,,C,01112,66,381.46,381.46
70559,,C,01112,67,385.29,385.29
70559,,C,01112,68,354.61,354.61
70559,,C,01112,69,354.61,354.61
70559,,C,01112,70,354.61,354.61
70559,,C,01112,75,354.61,354.61
70559,,C,01182,17,375.70,375.70
70559,,C,01182,18,377.68,377.68
70559,,C,01182,71,354.66,354.66
70559,,C,01182,72,378.24,378.24
70559,,C,01182,73,364.16,364.16
70559,,C,01182,74,371.31,371.31
70559,,C,01212,01,362.37,362.37
70559,,C,01312,00,334.62,334.62
70559,,C,02102,01,398.21,398.21
70559,,C,02202,00,313.14,313.14
70559,,C,02302,01,359.86,359.86
70559,,C,02302,99,332.25,332.25
70559,,C,02402,02,389.87,389.87
70559,,C,02402,99,346.82,346.82
70559,,C,03102,00,327.73,327.73
70559,,C,03202,01,335.99,335.99
70559,,C,03302,01,330.26,330.26
70559,,C,03402,02,329.58,329.58
70559,,C,03502,09,321.70,321.70
70559,,C,03602,21,333.49,333.49
70559,,C,04112,01,349.36,349.36
70559,,C,04212,05,319.52,319.52
70559,,C,04312,00,310.09,310.09
70559,,C,04412,09,332.72,332.72
70559,,C,04412,11,334.69,334.69
70559,,C,04412,15,333.63,333.63
70559,,C,04412,18,338.93,338.93
70559,,C,04412,20,315.33,315.33
70559,,C,04412,28,332.59,332.59
70559,,C,04412,31,348.00,348.00
70559,,C,04412,99,323.75,323.75
70559,,C,05102,00,311.29,311.29
70559,,C,05202,00,309.89,309.89
70559,,C,05302,01,325.37,325.37
70559,,C,05302,02,322.24,322.24
70559,,C,05302,99,305.11,305.11
70559,,C,05402,00,312.89,312.89
70559,,C,06102,12,328.07,328.07
70559,,C,06102,15,350.22,350.22
70559,,C,06102,16,350.40,350.40
70559,,C,06102,99,322.14,322.14
70559,,C,06202,00,335.64,335.64
70559,,C,06302,00,319.98,319.98
70559,,C,07102,13,300.00,300.00
70559,,C,07202,01,324.23,324.23
70559,,C,07202,99,310.06,310.06
70559,,C,07302,00,302.61,302.61
70559,,C,08102,00,314.82,314.82
70559,,C,08202,01,334.88,334.88
70559,,C,08202,99,317.94,317.94
70559,,C,09102,03,346.73,346.73
70559,,C,09102,04,359.93,359.93
70559,,C,09102,99,331.11,331.11
70559,,C,09202,20,338.31,338.31
70559,,C,09202,50,338.31,338.31
70559,,C,10112,00,304.04,304.04
70559,,C,10212,01,341.83,341.83
70559,,C,10212,99,313.88,313.88
70559,,C,10312,35,311.32,311.32
70559,,C,11202,01,317.68,317.68
70559,,C,11302,00,329.39,329.39
70559,,C,11402,16,311.09,311.09
70559,,C,11502,00,317.63,317.63
70559,,C,12102,01,332.89,332.89
70559,,C,12202,01,382.27,382.27
70559,,C,12302,01,356.19,356.19
70559,,C,12302,99,338.93,338.93
70559,,C,12402,01,378.78,378.78
70559,,C,12402,99,361.56,361.56
70559,,C,12502,01,348.87,348.87
70559,,C,12502,99,317.27,317.27
70559,,C,13102,00,357.23,357.23
70559,,C,13202,01,384.34,384.34
70559,,C,13202,02,392.96,392.96
70559,,C,13202,03,363.84,363.84
70559,,C,13282,99,322.03,322.03
70559,,C,13292,04,387.39,387.39
70559,,C,14112,03,330.44,330.44
70559,,C,14112,99,314.58,314.58
70559,,C,14212,01,382.31,382.31
70559,,C,14212,99,347.49,347.49
70559,,C,14312,40,343.91,343.91
70559,,C,14412,01,344.28,344.28
70559,,C,14512,50,329.01,329.01
70559,,C,15102,00,310.53,310.53
70559,,C,15202,00,316.77,316.77
70559,TC,C,01112,05,252.57,252.57
70559,TC,C,01112,09,258.29,258.29
70559,TC,C,01112,51,236.13,236.13
70559,TC,C,01112,52,252.58,252.58
70559,TC,C,01112,53,236.11,236.11
70559,TC,C,01112,54,196.42,196.42
70559,TC,C,01112,55,196.39,196.39
70559,TC,C,01112,56,196.39,196.39
70559,TC,C,01112,57,196.39,196.39
70559,TC,C,01112,58,196.39,196.39
70559,TC,C,01112,59,196.39,196.39
70559,TC,C,01112,60,196.39,196.39
70559,TC,C,01112,61,196.39,196.39
70559,TC,C,01112,62,196.50,196.50
70559,TC,C,01112,63,208.39,208.39
70559,TC,C,01112,64,207.67,207.67
70559,TC,C,01112,65,258.34,258.34
70559,TC,C,01112,66,217.70,217.70
70559,TC,C,01112,67,220.03,220.03
70559,TC,C,01112,68,196.39,196.39
70559,TC,C,01112,69,196.39,196.39
70559,TC,C,01112,70,196.39,196.39
70559,TC,C,01112,75,196.39,196.39
70559,TC,C,01182,17,211.82,211.82
70559,TC,C,01182,18,212.01,212.01
70559,TC,C,01182,71,196.40,196.40
70559,TC,C,01182,72,214.30,214.30
70559,TC,C,01182,73,204.09,204.09
70559,TC,C,01182,74,208.93,208.93
70559,TC,C,01212,01,203.75,203.75
70559,TC,C,01312,00,179.49,179.49
70559,TC,C,02102,01,190.85,190.85
70559,TC,C,02202,00,164.86,164.86
70559,TC,C,02302,01,199.15,199.15
70559,TC,C,02302,99,178.55,178.55
70559,TC,C,02402,02,219.94,219.94
70559,TC,C,02402,99,188.77,188.77
70559,TC,C,03102,00,173.76,173.76
70559,TC,C,03202,01,179.36,179.36
70559,TC,C,03302,01,179.16,179.16
70559,TC,C,03402,02,179.14,179.14
70559,TC,C,03502,09,168.59,168.59
70559,TC,C,03602,21,179.28,179.28
70559,TC,C,04112,01,190.75,190.75
70559,TC,C,04212,05,164.57,164.57
70559,TC,C,04312,00,160.13,160.13
70559,TC,C,04412,09,177.68,177.68
70559,TC,C,04412,11,178.60,178.60
70559,TC,C,04412,15,178.05,178.05
70559,TC,C,04412,18,178.24,178.24
70559,TC,C,04412,20,163.23,163.23
70559,TC,C,04412,28,176.81,176.81
70559,TC,C,04412,31,189.71,189.71
70559,TC,C,04412,99,170.20,170.20
70559,TC,C,05102,00,163.94,163.94
70559,TC,C,05202,00,162.01,162.01
70559,TC,C,05302,01,170.77,170.77
70559,TC,C,05302,02,168.43,168.43
70559,TC,C,05302,99,154.65,154.65
70559,TC,C,05402,00,165.37,165.37
70559,TC,C,06102,12,165.38,165.38
70559,TC,C,06102,15,184.45,184.45
70559,TC,C,06102,16,180.69,180.69
70559,TC,C,06102,99,163.98,163.98
70559,TC,C,06202,00,184.32,184.32
70559,TC,C,06302,00,171.61,171.61
70559,TC,C,07102,13,153.96,153.96
70559,TC,C,07202,01,168.85,168.85
70559,TC,C,07202,99,158.76,158.76
70559,TC,C,07302,00,154.39,154.39
70559,TC,C,08102,00,166.12,166.12
70559,TC,C,08202,01,173.33,173.33
70559,TC,C,08202,99,163.83,163.83
70559,TC,C,09102,03,181.96,181.96
70559,TC,C,09102,04,187.21,187.21
70559,TC,C,09102,99,171.65,171.65
70559,TC,C,09202,20,181.33,181.33
70559,TC,C,09202,50,181.33,181.33
70559,TC,C,10112,00,156.84,156.84
70559,TC,C,10212,01,182.29,182.29
70559,TC,C,10212,99,160.09,160.09
70559,TC,C,10312,35,162.92,162.92
70559,TC,C,11202,01,165.71,165.71
70559,TC,C,11302,00,176.22,176.22
70559,TC,C,11402,16,156.05,156.05
70559,TC,C,11502,00,167.25,167.25
70559,TC,C,12102,01,177.18,177.18
70559,TC,C,12202,01,211.27,211.27
70559,TC,C,12302,01,192.51,192.51
70559,TC,C,12302,99,181.48,181.48
70559,TC,C,12402,01,208.03,208.03
70559,TC,C,12402,99,195.87,195.87
70559,TC,C,12502,01,186.77,186.77
70559,TC,C,12502,99,164.66,164.66
70559,TC,C,13102,00,193.22,193.22
70559,TC,C,13202,01,208.56,208.56
70559,TC,C,13202,02,213.49,213.49
70559,TC,C,13202,03,196.44,196.44
70559,TC,C,13282,99,170.31,170.31
70559,TC,C,13292,04,212.09,212.09
70559,TC,C,14112,03,177.63,177.63
70559,TC,C,14112,99,164.91,164.91
70559,TC,C,14212,01,214.06,214.06
70559,TC,C,14212,99,188.78,188.78
70559,TC,C,14312,40,186.66,186.66
70559,TC,C,14412,01,185.23,185.23
70559,TC,C,14512,50,177.41,177.41
70559,TC,C,15102,00,159.46,159.46
70559,TC,C,15202,00,163.79,163.79
71275,,A,01112,05,347.41,347.41
71275,,A,01112,09,354.54,354.54
71275,,A,01112,51,327.59,327.59
71275,,A,01112,52,347.57,347.57
71275,,A,01112,53,327.36,327.36
71275,,A,01112,54,281.27,281.27
71275,,A,01112,55,280.81,280.81
71275,,A,01112,56,280.81,280.81
71275,,A,01112,57,280.81,280.81
71275,,A,01112,58,280.81,280.81
71275,,A,01112,59,280.81,280.81
71275,,A,01112,60,280.81,280.81
71275,,A,01112,61,280.81,280.81
71275,,A,01112,62,282.35,282.35
71275,,A,01112,63,295.27,295.27
71275,,A,01112,64,294.18,294.18
71275,,A,01112,65,355.19,355.19
71275,,A,01112,66,304.74,304.74
71275,,A,01112,67,307.86,307.86
71275,,A,01112,68,280.81,280.81
71275,,A,01112,69,280.81,280.81
71275,,A,01112,70,280.81,280.81
71275,,A,01112,75,280.81,280.81
71275,,A,01182,17,298.99,298.99
71275,,A,01182,18,300.15,300.15
71275,,A,01182,71,280.83,280.83
71275,,A,01182,72,301.51,301.51
71275,,A,01182,73,289.37,289.37
71275,,A,01182,74,295.40,295.40
71275,,A,01212,01,288.17,288.17
71275,,A,01312,00,262.28,262.28
71275,,A,02102,01,303.26,303.26
71275,,A,02202,00,244.48,244.48
71275,,A,02302,01,284.71,284.71
71275,,A,02302,99,260.68,260.68
71275,,A,02402,02,310.15,310.15
71275,,A,02402,99,273.07,273.07
71275,,A,03102,00,256.02,256.02
71275,,A,03202,01,262.86,262.86
71275,,A,03302,01,260.09,260.09
71275,,A,03402,02,259.76,259.76
71275,,A,03502,09,250.44,250.44
71275,,A,03602,21,261.65,261.65
71275,,A,04112,01,275.29,275.29
71275,,A,04212,05,247.28,247.28
71275,,A,04312,00,240.52,240.52
71275,,A,04412,09,260.52,260.52
71275,,A,04412,11,261.94,261.94
71275,,A,04412,15,261.14,261.14
71275,,A,04412,18,263.70,263.70
71275,,A,04412,20,244.62,244.62
71275,,A,04412,28,260.01,260.01
71275,,A,04412,31,274.00,274.00
71275,,A,04412,99,252.26,252.26
71275,,A,05102,00,243.12,243.12
71275,,A,05202,00,241.44,241.44
71275,,A,05302,01,253.32,253.32
71275,,A,05302,02,250.61,250.61
71275,,A,05302,99,235.27,235.27
71275,,A,05402,00,244.63,244.63
71275,,A,06102,12,251.68,251.68
71275,,A,06102,15,272.26,272.26
71275,,A,06102,16,270.33,270.33
71275,,A,06102,99,248.18,248.18
71275,,A,06202,00,265.35,265.35
71275,,A,06302,00,251.27,251.27
71275,,A,07102,13,232.53,232.53
71275,,A,07202,01,251.76,251.76
71275,,A,07202,99,239.78,239.78
71275,,A,07302,00,233.97,233.97
71275,,A,08102,00,245.93,245.93
71275,,A,08202,01,259.11,259.11
71275,,A,08202,99,246.15,246.15
71275,,A,09102,03,269.23,269.23
71275,,A,09102,04,278.18,278.18
71275,,A,09102,99,256.46,256.46
71275,,A,09202,20,264.98,264.98
71275,,A,09202,50,264.98,264.98
71275,,A,10112,00,235.95,235.95
71275,,A,10212,01,267.17,267.17
71275,,A,10212,99,242.26,242.26
71275,,A,10312,35,242.58,242.58
71275,,A,11202,01,247.03,247.03
71275,,A,11302,00,258.11,258.11
71275,,A,11402,16,238.80,238.80
71275,,A,11502,00,247.84,247.84
71275,,A,12102,01,260.30,260.30
71275,,A,12202,01,302.02,302.02
